attendingphysician,claimid
PHY407087,1
PHY407088,2
PHY407089,5
PHY407090,5
PHY407091,1
PHY407092,2
PHY407095,1
PHY407096,1
PHY407098,58
PHY407100,2
PHY407102,1
PHY407103,1
PHY407104,18
PHY407107,1
PHY407109,2
PHY407110,4
PHY407111,5
PHY407112,5
PHY407113,2
PHY407115,14
PHY407117,1
PHY407118,3
PHY407119,2
PHY407121,22
PHY407122,2
PHY407123,7
PHY407124,13
PHY407126,7
PHY407129,1
PHY407130,1
PHY407131,2
PHY407132,1
PHY407134,4
PHY407135,1
PHY407136,1
PHY407137,11
PHY407140,1
PHY407141,4
PHY407142,1
PHY407143,40
PHY407144,4
PHY407147,1
PHY407148,1
PHY407151,1
PHY407152,1
PHY407156,2
PHY407158,1
PHY407159,1
PHY407160,1
PHY407161,1
PHY407162,1
PHY407163,3
PHY407164,2
PHY407165,106
PHY407167,1
PHY407169,14
PHY407171,3
PHY407173,3
PHY407174,2
PHY407175,2
PHY407178,9
PHY407179,160
PHY407183,2
PHY407184,12
PHY407185,3
PHY407187,1
PHY407188,1
PHY407189,1
PHY407190,2
PHY407193,1
PHY407194,2
PHY407195,2
PHY407196,3
PHY407197,2
PHY407198,1
PHY407200,1
PHY407201,2
PHY407203,18
PHY407204,1
PHY407205,1
PHY407206,2
PHY407207,5
PHY407211,1
PHY407214,1
PHY407215,2
PHY407217,1
PHY407220,23
PHY407221,2
PHY407222,2
PHY407225,4
PHY407227,4
PHY407228,8
PHY407229,1
PHY407230,2
PHY407232,3
PHY407233,1
PHY407234,1
PHY407235,1
PHY407241,3
PHY407242,2
PHY407243,3
PHY407244,3
PHY407245,1
PHY407247,1
PHY407248,1
PHY407249,2
PHY407251,17
PHY407252,1
PHY407253,7
PHY407254,1
PHY407255,1
PHY407256,31
PHY407257,3
PHY407259,1
PHY407260,2
PHY407261,1
PHY407262,1
PHY407263,1
PHY407264,1
PHY407265,1
PHY407266,16
PHY407267,2
PHY407268,2
PHY407269,1
PHY407270,2
PHY407272,4
PHY407274,1
PHY407275,2
PHY407278,3
PHY407279,1
PHY407280,3
PHY407281,1
PHY407282,2
PHY407283,2
PHY407285,1
PHY407286,2
PHY407288,1
PHY407289,4
PHY407290,6
PHY407291,5
PHY407292,1
PHY407293,1
PHY407294,1
PHY407295,2
PHY407296,3
PHY407297,1
PHY407298,7
PHY407300,1
PHY407302,1
PHY407304,5
PHY407306,1
PHY407310,1
PHY407311,1
PHY407314,3
PHY407315,1
PHY407316,1
PHY407319,11
PHY407320,1
PHY407325,2
PHY407326,10
PHY407327,1
PHY407329,2
PHY407330,1
PHY407334,1
PHY407335,1
PHY407336,5
PHY407337,3
PHY407340,1
PHY407341,1
PHY407343,1
PHY407344,1
PHY407345,1
PHY407346,2
PHY407347,1
PHY407348,3
PHY407350,20
PHY407351,1
PHY407352,23
PHY407353,3
PHY407355,43
PHY407356,15
PHY407357,42
PHY407358,2
PHY407359,1
PHY407361,6
PHY407366,1
PHY407367,1
PHY407370,1
PHY407372,4
PHY407373,10
PHY407374,1
PHY407375,4
PHY407377,2
PHY407380,1
PHY407382,1
PHY407383,8
PHY407384,1
PHY407385,1
PHY407387,20
PHY407388,3
PHY407392,7
PHY407393,2
PHY407394,6
PHY407396,17
PHY407400,501
PHY407402,3
PHY407404,1
PHY407405,1
PHY407406,1
PHY407407,1
PHY407408,1
PHY407409,1
PHY407410,3
PHY407412,17
PHY407413,1
PHY407414,2
PHY407415,1
PHY407416,1
PHY407417,1
PHY407418,5
PHY407419,1
PHY407420,14
PHY407421,1
PHY407424,1
PHY407425,7
PHY407426,5
PHY407427,1
PHY407428,3
PHY407429,8
PHY407431,1
PHY407432,2
PHY407433,1
PHY407434,6
PHY407436,1
PHY407437,1
PHY407438,3
PHY407440,1
PHY407447,10
PHY407448,1
PHY407449,2
PHY407451,2
PHY407454,25
PHY407455,4
PHY407457,1
PHY407458,1
PHY407460,3
PHY407461,1
PHY407462,10
PHY407463,3
PHY407464,2
PHY407467,2
PHY407469,1
PHY407470,4
PHY407471,1
PHY407472,21
PHY407475,1
PHY407477,1
PHY407480,1
PHY407482,4
PHY407483,1
PHY407485,2
PHY407486,1
PHY407489,1
PHY407490,1
PHY407491,1
PHY407493,2
PHY407494,24
PHY407495,1
PHY407496,1
PHY407497,1
PHY407498,1
PHY407500,1
PHY407501,2
PHY407503,1
PHY407507,2
PHY407508,2
PHY407509,41
PHY407510,1
PHY407511,5
PHY407512,8
PHY407514,1
PHY407516,11
PHY407517,3
PHY407519,3
PHY407525,2
PHY407527,1
PHY407528,1
PHY407529,8
PHY407530,1
PHY407531,3
PHY407533,3
PHY407535,3
PHY407536,1
PHY407537,1
PHY407538,6
PHY407540,1
PHY407542,1
PHY407543,1
PHY407544,7
PHY407545,2
PHY407546,7
PHY407547,2
PHY407548,7
PHY407549,1
PHY407550,8
PHY407553,2
PHY407554,2
PHY407557,2
PHY407558,6
PHY407560,21
PHY407563,1
PHY407566,8
PHY407568,3
PHY407569,39
PHY407570,12
PHY407571,1
PHY407572,1
PHY407573,1
PHY407574,3
PHY407575,1
PHY407577,2
PHY407578,5
PHY407579,1
PHY407581,3
PHY407584,1
PHY407586,5
PHY407587,3
PHY407588,1
PHY407589,2
PHY407591,1
PHY407592,1
PHY407594,4
PHY407596,1
PHY407598,1
PHY407599,7
PHY407600,43
PHY407602,3
PHY407605,1
PHY407606,1
PHY407608,11
PHY407609,1
PHY407611,2
PHY407612,1
PHY407614,1
PHY407615,2
PHY407616,1
PHY407619,1
PHY407620,2
PHY407622,1
PHY407623,2
PHY407626,2
PHY407627,5
PHY407628,2
PHY407629,10
PHY407631,2
PHY407632,1
PHY407634,5
PHY407635,6
PHY407636,30
PHY407637,2
PHY407638,1
PHY407640,6
PHY407641,1
PHY407644,2
PHY407645,1
PHY407646,1
PHY407647,23
PHY407648,1
PHY407649,3
PHY407650,17
PHY407651,1
PHY407652,3
PHY407653,18
PHY407655,4
PHY407656,1
PHY407657,1
PHY407658,2
PHY407659,15
PHY407660,7
PHY407661,1
PHY407664,1
PHY407665,11
PHY407666,1
PHY407667,2
PHY407668,13
PHY407669,2
PHY407671,8
PHY407672,2
PHY407674,7
PHY407675,6
PHY407676,1
PHY407678,11
PHY407682,1
PHY407683,3
PHY407684,1
PHY407686,56
PHY407687,5
PHY407691,33
PHY407693,1
PHY407694,1
PHY407695,1
PHY407697,2
PHY407698,3
PHY407700,1
PHY407702,1
PHY407703,25
PHY407704,5
PHY407705,4
PHY407706,10
PHY407708,9
PHY407709,3
PHY407710,3
PHY407711,1
PHY407712,2
PHY407713,2
PHY407715,7
PHY407716,2
PHY407717,2
PHY407718,21
PHY407719,2
PHY407720,2
PHY407721,1
PHY407722,2
PHY407723,1
PHY407726,2
PHY407727,1
PHY407728,2
PHY407731,1
PHY407732,1
PHY407733,16
PHY407735,3
PHY407737,1
PHY407738,4
PHY407739,15
PHY407742,1
PHY407743,1
PHY407744,1
PHY407745,1
PHY407746,2
PHY407748,2
PHY407749,4
PHY407750,1
PHY407751,1
PHY407752,1
PHY407754,1
PHY407755,5
PHY407756,6
PHY407757,6
PHY407758,5
PHY407759,19
PHY407760,2
PHY407762,4
PHY407763,1
PHY407765,1
PHY407766,1
PHY407768,4
PHY407771,1
PHY407772,2
PHY407773,1
PHY407774,1
PHY407777,1
PHY407779,1
PHY407780,2
PHY407781,1
PHY407782,1
PHY407785,2
PHY407787,1
PHY407788,1
PHY407790,1
PHY407791,1
PHY407792,1
PHY407793,2
PHY407796,4
PHY407797,1
PHY407798,13
PHY407800,1
PHY407801,1
PHY407802,5
PHY407803,1
PHY407804,51
PHY407807,25
PHY407808,11
PHY407809,2
PHY407810,12
PHY407811,1
PHY407812,3
PHY407813,3
PHY407814,1
PHY407815,1
PHY407816,3
PHY407817,1
PHY407818,1
PHY407819,1
PHY407820,3
PHY407824,15
PHY407825,2
PHY407826,1
PHY407830,1
PHY407834,10
PHY407835,1
PHY407836,2
PHY407838,3
PHY407839,4
PHY407840,24
PHY407841,1
PHY407844,1
PHY407845,1
PHY407846,2
PHY407847,28
PHY407850,1
PHY407851,1
PHY407854,2
PHY407856,1
PHY407857,1
PHY407858,2
PHY407859,36
PHY407861,13
PHY407862,114
PHY407863,5
PHY407865,3
PHY407866,2
PHY407867,1
PHY407868,1
PHY407870,2
PHY407872,1
PHY407873,2
PHY407874,1
PHY407877,150
PHY407878,10
PHY407879,2
PHY407881,1
PHY407882,8
PHY407884,1
PHY407887,2
PHY407889,6
PHY407890,1
PHY407891,1
PHY407892,3
PHY407893,2
PHY407894,5
PHY407895,2
PHY407896,1
PHY407897,1
PHY407898,1
PHY407899,1
PHY407903,2
PHY407904,5
PHY407906,3
PHY407907,2
PHY407908,1
PHY407909,1
PHY407912,1
PHY407913,1
PHY407914,10
PHY407915,1
PHY407916,3
PHY407917,1
PHY407921,2
PHY407922,2
PHY407923,2
PHY407924,3
PHY407926,2
PHY407928,1
PHY407929,1
PHY407930,2
PHY407931,8
PHY407932,1
PHY407933,1
PHY407934,2
PHY407935,5
PHY407936,16
PHY407937,3
PHY407938,2
PHY407939,2
PHY407940,9
PHY407941,1
PHY407943,4
PHY407945,1
PHY407946,1
PHY407947,7
PHY407948,1
PHY407949,3
PHY407950,1
PHY407952,1
PHY407953,66
PHY407955,1
PHY407960,1
PHY407961,2
PHY407962,1
PHY407965,2
PHY407968,1
PHY407970,1
PHY407972,1
PHY407973,2
PHY407975,1
PHY407976,2
PHY407977,3
PHY407979,1
PHY407982,4
PHY407983,2
PHY407984,14
PHY407985,3
PHY407986,3
PHY407987,2
PHY407988,14
PHY407989,4
PHY407990,1
PHY407991,4
PHY407992,1
PHY407997,35
PHY407998,1
PHY407999,28
PHY408001,6
PHY408003,1
PHY408004,1
PHY408006,1
PHY408008,4
PHY408009,11
PHY408011,8
PHY408012,1
PHY408014,1
PHY408015,4
PHY408018,1
PHY408019,3
PHY408020,1
PHY408021,3
PHY408022,6
PHY408023,1
PHY408024,7
PHY408026,4
PHY408027,1
PHY408028,6
PHY408029,10
PHY408030,1
PHY408032,7
PHY408033,3
PHY408034,3
PHY408036,2
PHY408037,2
PHY408038,1
PHY408039,12
PHY408040,1
PHY408041,1
PHY408042,2
PHY408045,4
PHY408047,1
PHY408048,3
PHY408049,9
PHY408050,1
PHY408051,1
PHY408052,12
PHY408053,14
PHY408055,6
PHY408056,9
PHY408058,3
PHY408061,1
PHY408063,1
PHY408064,6
PHY408065,4
PHY408067,1
PHY408069,1
PHY408070,1
PHY408071,2
PHY408073,1
PHY408078,2
PHY408079,3
PHY408081,18
PHY408082,11
PHY408083,9
PHY408086,1
PHY408087,1
PHY408088,1
PHY408089,2
PHY408090,14
PHY408091,3
PHY408093,1
PHY408094,1
PHY408095,8
PHY408098,1
PHY408099,18
PHY408100,3
PHY408101,1
PHY408102,28
PHY408103,2
PHY408104,1
PHY408105,69
PHY408107,64
PHY408109,3
PHY408112,1
PHY408113,1
PHY408114,23
PHY408117,1
PHY408118,1
PHY408119,2
PHY408120,1
PHY408122,31
PHY408123,2
PHY408125,1
PHY408126,2
PHY408127,1
PHY408128,1
PHY408130,1
PHY408131,3
PHY408132,1
PHY408133,2
PHY408134,5
PHY408135,1
PHY408136,1
PHY408137,1
PHY408138,3
PHY408140,1
PHY408142,1
PHY408143,1
PHY408145,2
PHY408148,21
PHY408149,11
PHY408150,1
PHY408151,3
PHY408152,3
PHY408153,1
PHY408154,5
PHY408155,45
PHY408156,1
PHY408157,3
PHY408158,1
PHY408160,2
PHY408161,1
PHY408162,10
PHY408163,1
PHY408164,2
PHY408165,1
PHY408166,24
PHY408168,2
PHY408169,1
PHY408170,1
PHY408171,4
PHY408173,7
PHY408174,2
PHY408175,13
PHY408176,1
PHY408178,1
PHY408180,2
PHY408181,2
PHY408182,6
PHY408185,1
PHY408189,1
PHY408190,1
PHY408193,7
PHY408194,1
PHY408195,4
PHY408197,15
PHY408199,1
PHY408201,2
PHY408202,17
PHY408203,6
PHY408204,2
PHY408205,3
PHY408208,1
PHY408209,4
PHY408211,1
PHY408212,1
PHY408214,9
PHY408215,9
PHY408216,2
PHY408218,2
PHY408219,1
PHY408220,6
PHY408223,5
PHY408224,3
PHY408225,1
PHY408227,1
PHY408228,1
PHY408229,1
PHY408231,9
PHY408232,2
PHY408234,2
PHY408236,1
PHY408238,2
PHY408239,23
PHY408240,12
PHY408242,1
PHY408243,1
PHY408245,3
PHY408247,1
PHY408248,1
PHY408249,39
PHY408250,6
PHY408251,1
PHY408254,2
PHY408255,6
PHY408256,31
PHY408257,1
PHY408258,12
PHY408259,1
PHY408260,2
PHY408261,1
PHY408262,3
PHY408263,1
PHY408264,1
PHY408266,1
PHY408267,1
PHY408269,1
PHY408270,2
PHY408271,24
PHY408273,1
PHY408274,1
PHY408275,5
PHY408276,1
PHY408277,7
PHY408278,1
PHY408279,1
PHY408280,1
PHY408281,1
PHY408282,5
PHY408285,2
PHY408286,3
PHY408287,1
PHY408288,1
PHY408289,3
PHY408291,1
PHY408296,39
PHY408297,2
PHY408298,1
PHY408299,1
PHY408300,1
PHY408301,4
PHY408302,3
PHY408303,1
PHY408304,2
PHY408306,1
PHY408307,10
PHY408308,1
PHY408309,1
PHY408311,3
PHY408312,4
PHY408313,2
PHY408314,11
PHY408317,41
PHY408319,3
PHY408320,1
PHY408323,3
PHY408324,8
PHY408329,3
PHY408330,5
PHY408331,2
PHY408332,4
PHY408336,1
PHY408338,6
PHY408339,3
PHY408341,1
PHY408342,3
PHY408345,1
PHY408346,8
PHY408350,1
PHY408352,1
PHY408353,1
PHY408354,1
PHY408355,3
PHY408361,5
PHY408362,2
PHY408363,1
PHY408367,6
PHY408369,1
PHY408371,1
PHY408373,36
PHY408374,2
PHY408375,2
PHY408377,1
PHY408378,3
PHY408379,1
PHY408380,4
PHY408381,1
PHY408386,1
PHY408387,2
PHY408388,1
PHY408390,3
PHY408391,7
PHY408392,2
PHY408393,149
PHY408394,2
PHY408396,26
PHY408397,4
PHY408398,3
PHY408399,21
PHY408401,2
PHY408402,3
PHY408403,1
PHY408404,1
PHY408405,1
PHY408407,1
PHY408409,7
PHY408410,2
PHY408411,1
PHY408412,2
PHY408413,1
PHY408417,8
PHY408418,6
PHY408419,3
PHY408420,4
PHY408421,1
PHY408423,7
PHY408425,2
PHY408426,4
PHY408429,5
PHY408432,6
PHY408433,2
PHY408434,2
PHY408435,9
PHY408437,1
PHY408438,1
PHY408439,2
PHY408441,1
PHY408443,2
PHY408444,2
PHY408448,3
PHY408451,4
PHY408454,1
PHY408455,1
PHY408458,1
PHY408459,6
PHY408460,1
PHY408461,3
PHY408462,2
PHY408463,48
PHY408464,1
PHY408467,2
PHY408469,1
PHY408470,4
PHY408472,10
PHY408473,2
PHY408474,1
PHY408476,1
PHY408478,1
PHY408480,1
PHY408481,3
PHY408482,3
PHY408483,6
PHY408486,1
PHY408487,2
PHY408488,3
PHY408490,2
PHY408491,1
PHY408492,7
PHY408493,1
PHY408494,7
PHY408495,2
PHY408496,2
PHY408498,17
PHY408499,1
PHY408501,1
PHY408503,1
PHY408506,2
PHY408508,1
PHY408513,1
PHY408514,1
PHY408516,1
PHY408517,2
PHY408519,1
PHY408521,9
PHY408522,1
PHY408526,3
PHY408527,1
PHY408528,22
PHY408529,3
PHY408530,1
PHY408532,2
PHY408533,2
PHY408534,1
PHY408535,1
PHY408537,1
PHY408538,1
PHY408541,1
PHY408542,2
PHY408544,129
PHY408545,2
PHY408546,3
PHY408547,1
PHY408548,1
PHY408549,1
PHY408551,3
PHY408552,1
PHY408555,2
PHY408557,1
PHY408560,3
PHY408561,62
PHY408562,2
PHY408563,2
PHY408569,1
PHY408571,5
PHY408572,14
PHY408573,1
PHY408574,2
PHY408575,1
PHY408577,1
PHY408580,4
PHY408581,1
PHY408584,1
PHY408585,1
PHY408587,1
PHY408588,6
PHY408589,11
PHY408590,1
PHY408592,11
PHY408593,16
PHY408594,2
PHY408595,14
PHY408596,2
PHY408598,2
PHY408599,1
PHY408601,2
PHY408602,12
PHY408603,1
PHY408604,8
PHY408605,1
PHY408609,1
PHY408610,4
PHY408612,5
PHY408613,6
PHY408616,1
PHY408618,1
PHY408622,1
PHY408623,1
PHY408626,1
PHY408628,9
PHY408629,2
PHY408633,1
PHY408634,1
PHY408635,34
PHY408636,2
PHY408638,1
PHY408640,6
PHY408643,2
PHY408645,10
PHY408646,17
PHY408647,1
PHY408648,2
PHY408649,1
PHY408650,1
PHY408651,1
PHY408652,5
PHY408655,6
PHY408656,5
PHY408657,1
PHY408659,3
PHY408662,2
PHY408663,1
PHY408665,1
PHY408667,2
PHY408669,1
PHY408670,1
PHY408671,4
PHY408672,2
PHY408673,6
PHY408674,1
PHY408677,2
PHY408679,2
PHY408680,2
PHY408683,1
PHY408685,1
PHY408686,5
PHY408687,15
PHY408688,4
PHY408692,2
PHY408694,1
PHY408695,4
PHY408696,1
PHY408698,2
PHY408702,1
PHY408704,1
PHY408705,1
PHY408707,5
PHY408708,6
PHY408709,2
PHY408711,1
PHY408712,7
PHY408713,1
PHY408714,2
PHY408716,2
PHY408717,4
PHY408719,4
PHY408720,84
PHY408722,45
PHY408724,10
PHY408725,1
PHY408726,3
PHY408727,1
PHY408728,2
PHY408729,6
PHY408730,1
PHY408731,1
PHY408732,3
PHY408733,4
PHY408734,1
PHY408736,1
PHY408737,6
PHY408738,1
PHY408740,4
PHY408741,5
PHY408743,2
PHY408746,2
PHY408747,1
PHY408749,1
PHY408750,10
PHY408753,4
PHY408754,1
PHY408755,4
PHY408756,6
PHY408757,1
PHY408758,1
PHY408763,1
PHY408764,5
PHY408765,1
PHY408767,2
PHY408768,2
PHY408771,2
PHY408772,1
PHY408773,1
PHY408774,2
PHY408777,1
PHY408780,3
PHY408781,2
PHY408782,1
PHY408783,1
PHY408784,1
PHY408785,1
PHY408787,24
PHY408788,5
PHY408790,1
PHY408791,2
PHY408792,1
PHY408793,4
PHY408794,5
PHY408795,12
PHY408796,5
PHY408799,2
PHY408801,9
PHY408802,49
PHY408803,3
PHY408804,6
PHY408805,1
PHY408808,2
PHY408809,6
PHY408810,3
PHY408811,8
PHY408812,29
PHY408815,2
PHY408816,4
PHY408819,1
PHY408821,9
PHY408822,5
PHY408824,1
PHY408825,1
PHY408826,2
PHY408827,2
PHY408828,6
PHY408831,1
PHY408832,1
PHY408833,1
PHY408835,1
PHY408836,1
PHY408837,1
PHY408841,1
PHY408843,5
PHY408845,1
PHY408846,2
PHY408847,4
PHY408849,1
PHY408852,2
PHY408855,4
PHY408857,1
PHY408858,2
PHY408859,2
PHY408860,2
PHY408862,1
PHY408863,1
PHY408865,3
PHY408866,2
PHY408867,2
PHY408870,1
PHY408871,40
PHY408872,3
PHY408873,1
PHY408874,4
PHY408875,1
PHY408876,2
PHY408877,1
PHY408879,1
PHY408880,3
PHY408881,1
PHY408882,5
PHY408884,2
PHY408885,1
PHY408886,1
PHY408887,1
PHY408890,11
PHY408893,2
PHY408894,1
PHY408895,7
PHY408896,4
PHY408897,2
PHY408899,3
PHY408901,1
PHY408903,1
PHY408904,2
PHY408905,1
PHY408906,21
PHY408908,1
PHY408909,6
PHY408910,2
PHY408911,2
PHY408913,1
PHY408915,2
PHY408916,10
PHY408921,4
PHY408923,1
PHY408924,1
PHY408926,1
PHY408929,4
PHY408933,2
PHY408935,1
PHY408936,7
PHY408938,20
PHY408939,1
PHY408941,6
PHY408942,4
PHY408943,26
PHY408944,1
PHY408945,1
PHY408946,11
PHY408947,7
PHY408948,2
PHY408950,3
PHY408951,1
PHY408952,4
PHY408953,1
PHY408956,1
PHY408957,1
PHY408958,1
PHY408959,3
PHY408960,1
PHY408962,7
PHY408963,1
PHY408965,2
PHY408967,1
PHY408969,4
PHY408971,1
PHY408972,1
PHY408975,5
PHY408976,1
PHY408977,8
PHY408978,1
PHY408979,2
PHY408982,10
PHY408985,1
PHY408986,3
PHY408988,1
PHY408989,1
PHY408990,1
PHY408991,1
PHY408992,1
PHY408993,3
PHY408994,11
PHY408995,3
PHY408996,1
PHY408997,2
PHY408998,3
PHY408999,1
PHY409000,2
PHY409001,12
PHY409002,1
PHY409004,3
PHY409005,1
PHY409007,1
PHY409008,2
PHY409010,1
PHY409011,1
PHY409012,2
PHY409013,14
PHY409014,2
PHY409015,1
PHY409017,1
PHY409018,1
PHY409019,6
PHY409020,3
PHY409021,21
PHY409022,1
PHY409023,1
PHY409024,2
PHY409025,1
PHY409026,1
PHY409028,7
PHY409030,1
PHY409031,7
PHY409032,1
PHY409033,1
PHY409034,4
PHY409036,1
PHY409037,2
PHY409039,16
PHY409042,1
PHY409043,4
PHY409044,1
PHY409045,2
PHY409047,1
PHY409048,5
PHY409049,1
PHY409050,17
PHY409054,2
PHY409055,1
PHY409058,6
PHY409060,2
PHY409061,3
PHY409062,1
PHY409063,1
PHY409065,2
PHY409066,1
PHY409067,1
PHY409069,2
PHY409070,10
PHY409074,14
PHY409075,1
PHY409076,1
PHY409077,5
PHY409078,1
PHY409080,3
PHY409082,1
PHY409083,1
PHY409084,9
PHY409085,2
PHY409086,1
PHY409088,1
PHY409089,2
PHY409090,2
PHY409091,2
PHY409092,2
PHY409093,1
PHY409094,2
PHY409096,1
PHY409098,1
PHY409099,35
PHY409100,4
PHY409105,1
PHY409106,1
PHY409107,1
PHY409108,3
PHY409111,26
PHY409112,2
PHY409113,2
PHY409114,1
PHY409115,1
PHY409117,3
PHY409118,1
PHY409119,32
PHY409120,2
PHY409121,1
PHY409122,1
PHY409123,11
PHY409125,2
PHY409126,2
PHY409128,2
PHY409130,1
PHY409132,1
PHY409133,3
PHY409134,2
PHY409135,1
PHY409137,2
PHY409138,1
PHY409139,1
PHY409140,7
PHY409141,1
PHY409142,1
PHY409144,35
PHY409145,6
PHY409147,20
PHY409148,1
PHY409152,2
PHY409153,1
PHY409157,1
PHY409158,1
PHY409162,1
PHY409163,3
PHY409166,1
PHY409167,3
PHY409168,1
PHY409169,3
PHY409170,1
PHY409171,2
PHY409173,10
PHY409174,1
PHY409176,1
PHY409181,1
PHY409182,4
PHY409183,1
PHY409184,4
PHY409185,1
PHY409187,11
PHY409191,1
PHY409192,1
PHY409193,1
PHY409194,1
PHY409195,4
PHY409196,3
PHY409198,2
PHY409199,3
PHY409201,1
PHY409202,2
PHY409203,1
PHY409204,2
PHY409205,1
PHY409206,7
PHY409207,1
PHY409208,2
PHY409209,6
PHY409210,1
PHY409211,1
PHY409212,2
PHY409215,3
PHY409216,1
PHY409218,1
PHY409220,1
PHY409222,5
PHY409224,1
PHY409226,5
PHY409227,1
PHY409229,9
PHY409230,1
PHY409231,1
PHY409232,1
PHY409233,31
PHY409234,4
PHY409236,3
PHY409237,5
PHY409239,2
PHY409241,1
PHY409242,1
PHY409245,1
PHY409251,18
PHY409253,1
PHY409256,1
PHY409259,2
PHY409260,5
PHY409262,1
PHY409263,4
PHY409264,4
PHY409266,1
PHY409267,1
PHY409268,2
PHY409269,2
PHY409270,3
PHY409271,5
PHY409273,4
PHY409275,6
PHY409276,2
PHY409277,6
PHY409279,1
PHY409280,1
PHY409281,2
PHY409286,3
PHY409287,2
PHY409288,1
PHY409289,8
PHY409290,6
PHY409291,3
PHY409292,1
PHY409294,2
PHY409295,1
PHY409296,1
PHY409297,1
PHY409298,6
PHY409299,2
PHY409300,1
PHY409301,21
PHY409302,2
PHY409304,1
PHY409305,3
PHY409309,51
PHY409310,2
PHY409311,1
PHY409312,1
PHY409315,1
PHY409316,1
PHY409318,1
PHY409319,1
PHY409320,2
PHY409321,1
PHY409322,5
PHY409324,7
PHY409325,20
PHY409326,6
PHY409327,1
PHY409330,1
PHY409332,2
PHY409333,1
PHY409334,16
PHY409335,5
PHY409336,1
PHY409338,3
PHY409341,1
PHY409342,1
PHY409344,2
PHY409345,6
PHY409346,3
PHY409347,9
PHY409348,2
PHY409349,15
PHY409351,1
PHY409354,6
PHY409355,1
PHY409356,1
PHY409358,2
PHY409359,1
PHY409360,1
PHY409361,1
PHY409362,2
PHY409363,1
PHY409364,1
PHY409367,1
PHY409368,1
PHY409369,1
PHY409370,2
PHY409372,2
PHY409376,3
PHY409377,1
PHY409378,5
PHY409379,1
PHY409381,2
PHY409383,2
PHY409386,33
PHY409387,1
PHY409389,4
PHY409390,2
PHY409391,1
PHY409393,6
PHY409394,2
PHY409395,7
PHY409396,11
PHY409397,1
PHY409398,3
PHY409399,6
PHY409400,4
PHY409403,1
PHY409406,2
PHY409407,1
PHY409408,2
PHY409409,2
PHY409411,2
PHY409414,2
PHY409415,1
PHY409418,13
PHY409419,4
PHY409421,3
PHY409422,1
PHY409423,2
PHY409424,1
PHY409426,3
PHY409428,3
PHY409431,25
PHY409432,2
PHY409434,9
PHY409438,2
PHY409440,3
PHY409444,1
PHY409445,78
PHY409447,2
PHY409448,1
PHY409451,7
PHY409452,2
PHY409453,1
PHY409455,3
PHY409457,1
PHY409458,1
PHY409462,1
PHY409463,2
PHY409465,2
PHY409468,4
PHY409469,1
PHY409471,1
PHY409473,1
PHY409474,11
PHY409477,3
PHY409478,1
PHY409479,4
PHY409482,1
PHY409483,6
PHY409484,1
PHY409485,1
PHY409488,55
PHY409489,1
PHY409490,1
PHY409491,5
PHY409492,2
PHY409493,1
PHY409494,1
PHY409495,2
PHY409496,3
PHY409497,15
PHY409499,2
PHY409500,7
PHY409502,3
PHY409503,4
PHY409505,1
PHY409506,6
PHY409507,1
PHY409508,2
PHY409510,4
PHY409516,1
PHY409517,3
PHY409520,2
PHY409521,3
PHY409522,3
PHY409524,3
PHY409526,3
PHY409527,2
PHY409528,1
PHY409530,1
PHY409531,48
PHY409532,4
PHY409533,1
PHY409534,34
PHY409536,3
PHY409537,3
PHY409540,2
PHY409541,3
PHY409542,5
PHY409543,7
PHY409544,2
PHY409545,1
PHY409546,2
PHY409550,14
PHY409551,3
PHY409552,1
PHY409553,2
PHY409554,1
PHY409556,7
PHY409559,6
PHY409560,3
PHY409561,3
PHY409562,3
PHY409563,1
PHY409567,1
PHY409568,3
PHY409569,51
PHY409570,2
PHY409571,1
PHY409574,8
PHY409579,48
PHY409580,40
PHY409582,77
PHY409584,1
PHY409586,1
PHY409587,1
PHY409588,2
PHY409589,6
PHY409593,2
PHY409597,1
PHY409598,2
PHY409599,1
PHY409602,2
PHY409603,2
PHY409604,2
PHY409605,1
PHY409608,2
PHY409609,4
PHY409611,1
PHY409613,1
PHY409615,1
PHY409616,1
PHY409617,1
PHY409618,1
PHY409619,4
PHY409620,1
PHY409621,1
PHY409622,4
PHY409623,1
PHY409624,17
PHY409626,1
PHY409627,19
PHY409629,4
PHY409631,3
PHY409635,33
PHY409636,2
PHY409639,13
PHY409640,1
PHY409641,1
PHY409642,1
PHY409644,2
PHY409646,5
PHY409648,1
PHY409649,1
PHY409651,4
PHY409653,79
PHY409655,1
PHY409656,1
PHY409657,49
PHY409659,1
PHY409661,1
PHY409663,2
PHY409664,2
PHY409665,1
PHY409667,1
PHY409669,20
PHY409670,7
PHY409672,2
PHY409674,4
PHY409675,64
PHY409678,2
PHY409679,6
PHY409680,2
PHY409681,5
PHY409683,1
PHY409686,2
PHY409687,14
PHY409688,5
PHY409690,1
PHY409692,6
PHY409694,8
PHY409697,2
PHY409699,118
PHY409700,1
PHY409704,7
PHY409705,1
PHY409708,1
PHY409709,1
PHY409713,1
PHY409714,10
PHY409715,1
PHY409716,1
PHY409718,1
PHY409719,1
PHY409720,5
PHY409721,4
PHY409722,1
PHY409723,1
PHY409724,1
PHY409728,1
PHY409729,2
PHY409731,2
PHY409733,3
PHY409734,1
PHY409735,1
PHY409736,6
PHY409740,1
PHY409742,2
PHY409743,1
PHY409744,1
PHY409745,1
PHY409746,3
PHY409747,3
