operatingphysician,claimid
PHY418801,3
PHY418802,1
PHY418808,1
PHY418813,2
PHY418814,2
PHY418815,1
PHY418816,1
PHY418821,3
PHY418826,3
PHY418832,1
PHY418833,3
PHY418834,1
PHY418835,1
PHY418841,1
PHY418842,1
PHY418843,3
PHY418847,1
PHY418848,1
PHY418851,2
PHY418852,2
PHY418857,3
PHY418858,1
PHY418863,1
PHY418864,3
PHY418867,2
PHY418868,2
PHY418869,1
PHY418871,1
PHY418873,1
PHY418876,1
PHY418879,1
PHY418880,4
PHY418881,3
PHY418882,1
PHY418888,1
PHY418889,14
PHY418891,1
PHY418894,1
PHY418906,1
PHY418909,4
PHY418910,1
PHY418916,3
PHY418924,1
PHY418925,1
PHY418928,1
PHY418929,4
PHY418930,1
PHY418934,2
PHY418936,3
PHY418943,1
PHY418945,3
PHY418951,1
PHY418952,1
PHY418954,1
PHY418956,1
PHY418957,26
PHY418960,1
PHY418961,8
PHY418963,1
PHY418968,2
PHY418970,1
PHY418976,1
PHY418977,1
PHY418985,2
PHY419000,1
PHY419001,1
PHY419009,1
PHY419015,2
PHY419019,3
PHY419022,1
PHY419026,3
PHY419027,2
PHY419031,1
PHY419033,2
PHY419035,3
PHY419040,1
PHY419042,1
PHY419044,1
PHY419046,1
PHY419050,1
PHY419054,1
PHY419055,1
PHY419060,3
PHY419062,1
PHY419070,1
PHY419075,1
PHY419084,3
PHY419088,1
PHY419091,1
PHY419095,1
PHY419097,16
PHY419105,1
PHY419106,1
PHY419108,21
PHY419111,3
PHY419113,2
PHY419116,1
PHY419122,1
PHY419123,1
PHY419125,1
PHY419129,3
PHY419136,19
PHY419138,1
PHY419141,1
PHY419144,1
PHY419148,5
PHY419154,1
PHY419156,1
PHY419157,2
PHY419159,2
PHY419164,2
PHY419168,1
PHY419169,3
PHY419174,2
PHY419180,4
PHY419181,1
PHY419187,1
PHY419197,1
PHY419202,1
PHY419203,7
PHY419204,1
PHY419206,1
PHY419217,1
PHY419221,1
PHY419227,1
PHY419229,1
PHY419231,1
PHY419232,3
PHY419237,5
PHY419239,1
PHY419240,2
PHY419241,2
PHY419245,1
PHY419252,3
PHY419258,2
PHY419259,1
PHY419262,1
PHY419266,1
PHY419271,2
PHY419273,1
PHY419275,1
PHY419277,2
PHY419278,4
PHY419282,1
PHY419286,1
PHY419289,1
PHY419290,8
PHY419293,1
PHY419294,1
PHY419297,1
PHY419298,1
PHY419303,4
PHY419304,1
PHY419310,1
PHY419313,1
PHY419314,1
PHY419315,1
PHY419316,1
PHY419318,4
PHY419324,1
PHY419325,1
PHY419327,1
PHY419330,3
PHY419336,1
PHY419339,3
PHY419340,2
PHY419341,1
PHY419349,1
PHY419354,1
PHY419357,2
PHY419358,1
PHY419362,1
PHY419378,1
PHY419379,27
PHY419391,1
PHY419395,1
PHY419399,1
PHY419403,9
PHY419407,1
PHY419415,1
PHY419419,10
PHY419420,2
PHY419424,2
PHY419432,2
PHY419434,2
PHY419441,3
PHY419449,3
PHY419451,3
PHY419454,1
PHY419455,5
PHY419459,1
PHY419466,1
PHY419470,1
PHY419477,1
PHY419481,1
PHY419482,1
PHY419483,1
PHY419485,27
PHY419488,2
PHY419489,1
PHY419504,6
PHY419505,2
PHY419506,1
PHY419512,16
PHY419513,1
PHY419516,1
PHY419522,4
PHY419523,1
PHY419526,1
PHY419533,1
PHY419546,4
PHY419548,1
PHY419549,1
PHY419550,2
PHY419560,1
PHY419570,5
PHY419572,4
PHY419576,2
PHY419581,1
PHY419582,1
PHY419593,1
PHY419595,1
PHY419598,1
PHY419599,5
PHY419600,2
PHY419601,1
PHY419605,2
PHY419611,2
PHY419612,1
PHY419621,4
PHY419622,2
PHY419628,1
PHY419629,1
PHY419631,1
PHY419636,1
PHY419648,1
PHY419651,10
PHY419659,1
PHY419660,8
PHY419662,1
PHY419668,1
PHY419669,1
PHY419670,2
PHY419678,1
PHY419682,1
PHY419685,1
PHY419687,1
PHY419688,2
PHY419690,3
PHY419691,3
PHY419697,1
PHY419704,1
PHY419707,1
PHY419719,1
PHY419721,1
PHY419724,1
PHY419725,7
PHY419726,7
PHY419727,4
PHY419732,1
PHY419733,3
PHY419735,3
PHY419740,1
PHY419741,1
PHY419743,1
PHY419746,1
PHY419747,8
PHY419749,1
PHY419758,1
PHY419769,1
PHY419772,3
PHY419773,1
PHY419777,2
PHY419779,1
PHY419781,2
PHY419782,1
PHY419788,3
PHY419796,1
PHY419798,1
PHY419802,1
PHY419803,1
PHY419807,1
PHY419813,1
PHY419818,4
PHY419820,1
PHY419821,2
PHY419822,1
PHY419833,1
PHY419834,1
PHY419836,1
PHY419839,6
PHY419840,2
PHY419844,1
PHY419847,1
PHY419855,1
PHY419856,1
PHY419859,1
PHY419862,1
PHY419863,1
PHY419869,5
PHY419874,27
PHY419877,1
PHY419881,2
PHY419882,1
PHY419883,1
PHY419886,1
PHY419888,3
PHY419892,1
PHY419893,1
PHY419895,1
PHY419904,1
PHY419907,1
PHY419910,1
PHY419911,1
PHY419913,2
PHY419914,1
PHY419918,1
PHY419920,1
PHY419921,1
PHY419922,3
PHY419927,5
PHY419930,14
PHY419932,1
PHY419937,1
PHY419950,19
PHY419954,4
PHY419959,1
PHY419962,1
PHY419964,1
PHY419966,10
PHY419969,6
PHY419972,1
PHY419974,4
PHY419976,1
PHY419979,1
PHY419981,1
PHY419982,1
PHY419984,13
PHY419986,1
PHY419992,1
PHY419998,8
PHY420000,5
PHY420004,1
PHY420007,1
PHY420009,1
PHY420010,1
PHY420013,4
PHY420023,4
PHY420024,2
PHY420028,43
PHY420031,3
PHY420033,3
PHY420035,2
PHY420040,1
PHY420043,2
PHY420052,3
PHY420054,1
PHY420058,1
PHY420059,1
PHY420061,1
PHY420067,6
PHY420071,1
PHY420072,2
PHY420074,1
PHY420075,2
PHY420079,1
PHY420080,5
PHY420084,1
PHY420091,28
PHY420092,2
PHY420095,2
PHY420098,10
PHY420101,3
PHY420109,1
PHY420111,1
PHY420113,4
PHY420114,1
PHY420118,11
PHY420120,1
PHY420125,1
PHY420128,2
PHY420134,1
PHY420135,1
PHY420136,1
PHY420137,1
PHY420139,3
PHY420154,8
PHY420156,1
PHY420158,1
PHY420164,9
PHY420169,14
PHY420184,1
PHY420186,1
PHY420188,10
PHY420198,1
PHY420201,1
PHY420204,1
PHY420207,1
PHY420210,3
PHY420213,2
PHY420219,1
PHY420221,1
PHY420222,1
PHY420224,2
PHY420226,1
PHY420229,1
PHY420231,1
PHY420233,3
PHY420234,1
PHY420236,1
PHY420237,1
PHY420239,1
PHY420240,1
PHY420241,4
PHY420242,12
PHY420248,1
PHY420249,1
PHY420250,1
PHY420253,1
PHY420254,1
PHY420257,1
PHY420258,1
PHY420260,7
PHY420270,1
PHY420273,3
PHY420275,2
PHY420276,4
PHY420279,10
PHY420281,1
PHY420284,1
PHY420287,1
PHY420288,2
PHY420290,2
PHY420293,1
PHY420294,1
PHY420305,2
PHY420307,1
PHY420313,2
PHY420315,1
PHY420316,2
PHY420317,1
PHY420319,4
PHY420322,1
PHY420323,13
PHY420324,2
PHY420326,2
PHY420332,1
PHY420336,6
PHY420338,1
PHY420339,3
PHY420340,1
PHY420342,1
PHY420352,2
PHY420356,1
PHY420361,1
PHY420364,1
PHY420367,1
PHY420370,7
PHY420376,1
PHY420377,2
PHY420380,1
PHY420382,1
PHY420383,1
PHY420396,1
PHY420398,1
PHY420399,1
PHY420403,4
PHY420407,1
PHY420416,1
PHY420422,10
PHY420425,3
PHY420427,1
PHY420429,1
PHY420434,3
PHY420438,1
PHY420441,1
PHY420442,1
PHY420449,1
PHY420455,1
PHY420459,4
PHY420461,2
PHY420468,1
PHY420470,3
PHY420471,5
PHY420472,2
PHY420474,1
PHY420477,1
PHY420478,2
PHY420479,8
PHY420481,2
PHY420487,2
PHY420490,1
PHY420491,1
PHY420492,1
PHY420497,3
PHY420502,1
PHY420506,1
PHY420511,4
PHY420521,22
PHY420529,1
PHY420531,1
PHY420535,1
PHY420537,2
PHY420539,1
PHY420543,1
PHY420545,2
PHY420554,1
PHY420560,1
PHY420571,6
PHY420573,1
PHY420574,1
PHY420576,1
PHY420577,1
PHY420581,1
PHY420585,1
PHY420588,1
PHY420591,2
PHY420592,1
PHY420593,1
PHY420594,1
PHY420603,2
PHY420608,1
PHY420610,1
PHY420617,4
PHY420625,22
PHY420627,8
PHY420628,6
PHY420631,1
PHY420635,2
PHY420636,28
PHY420638,2
PHY420645,1
PHY420646,1
PHY420648,1
PHY420653,1
PHY420656,3
PHY420662,1
PHY420664,1
PHY420665,1
PHY420666,1
PHY420673,1
PHY420674,2
PHY420675,6
PHY420677,1
PHY420678,1
PHY420685,1
PHY420688,1
PHY420692,2
PHY420693,2
PHY420698,1
PHY420703,1
PHY420705,1
PHY420712,1
PHY420713,1
PHY420716,2
PHY420717,1
PHY420724,1
PHY420726,1
PHY420728,1
PHY420732,1
PHY420737,1
PHY420742,5
PHY420744,2
PHY420750,3
PHY420754,1
PHY420758,1
PHY420759,6
PHY420761,2
PHY420762,1
PHY420763,2
PHY420769,9
PHY420771,1
PHY420775,5
PHY420777,1
PHY420779,26
PHY420789,2
PHY420792,1
PHY420794,1
PHY420798,1
PHY420807,1
PHY420811,1
PHY420812,4
PHY420813,1
PHY420818,3
PHY420829,1
PHY420834,1
PHY420840,1
PHY420841,2
PHY420844,1
PHY420849,5
PHY420850,1
PHY420851,1
PHY420854,3
PHY420855,1
PHY420861,1
PHY420863,1
PHY420870,3
PHY420871,1
PHY420873,2
PHY420876,1
PHY420877,2
PHY420878,3
PHY420881,3
PHY420885,1
PHY420887,2
PHY420888,1
PHY420889,2
PHY420891,7
PHY420894,2
PHY420897,1
PHY420900,2
PHY420904,3
PHY420905,4
PHY420907,1
PHY420908,1
PHY420909,1
PHY420912,2
PHY420917,1
PHY420923,1
PHY420942,2
PHY420944,2
PHY420945,1
PHY420946,1
PHY420949,1
PHY420951,1
PHY420954,2
PHY420956,1
PHY420965,2
PHY420979,3
PHY420981,2
PHY420983,1
PHY420990,1
PHY420992,1
PHY420994,1
PHY420996,5
PHY420998,2
PHY420999,1
PHY421001,1
PHY421004,1
PHY421005,1
PHY421018,1
PHY421021,1
PHY421024,1
PHY421025,2
PHY421029,2
PHY421031,2
PHY421035,1
PHY421037,1
PHY421040,1
PHY421045,1
PHY421049,3
PHY421051,7
PHY421052,1
PHY421058,96
PHY421061,3
PHY421068,1
PHY421069,4
PHY421074,1
PHY421078,1
PHY421079,1
PHY421082,1
PHY421089,3
PHY421092,1
PHY421098,2
PHY421103,13
PHY421106,1
PHY421109,1
PHY421121,1
PHY421122,2
PHY421124,1
PHY421128,1
PHY421132,1
PHY421133,1
PHY421141,13
PHY421149,20
PHY421153,1
PHY421154,1
PHY421156,1
PHY421158,1
PHY421163,1
PHY421164,2
PHY421165,2
PHY421172,1
PHY421176,1
PHY421178,1
PHY421179,4
PHY421184,2
PHY421192,1
PHY421193,1
PHY421195,1
PHY421201,1
PHY421212,1
PHY421214,1
PHY421215,1
PHY421219,1
PHY421221,2
PHY421222,2
PHY421230,2
PHY421240,1
PHY421242,14
PHY421246,12
PHY421247,4
PHY421249,1
PHY421250,5
PHY421251,1
PHY421252,1
PHY421263,8
PHY421265,3
PHY421267,1
PHY421269,1
PHY421277,1
PHY421280,1
PHY421281,1
PHY421282,1
PHY421285,2
PHY421286,1
PHY421289,1
PHY421291,1
PHY421294,1
PHY421295,6
PHY421297,1
PHY421302,2
PHY421306,3
PHY421312,1
PHY421323,1
PHY421327,1
PHY421329,4
PHY421330,3
PHY421335,1
PHY421336,1
PHY421340,3
PHY421356,1
PHY421358,13
PHY421360,1
PHY421361,1
PHY421367,11
PHY421368,1
PHY421371,1
PHY421376,1
PHY421384,1
PHY421388,1
PHY421396,1
PHY421401,2
PHY421407,1
PHY421408,4
PHY421412,1
PHY421416,2
PHY421420,14
PHY421421,1
PHY421422,2
PHY421425,1
PHY421426,1
PHY421428,1
PHY421430,1
PHY421433,2
PHY421434,1
PHY421448,1
PHY421453,11
PHY421462,1
PHY421464,1
PHY421470,2
PHY421472,1
PHY421473,3
PHY421474,2
PHY421476,2
PHY421478,1
PHY421481,2
PHY421490,1
PHY421491,6
PHY421495,1
PHY421499,10
PHY421502,1
PHY421503,1
PHY421505,1
PHY421508,1
PHY421509,1
PHY421513,3
PHY421522,2
PHY421527,3
PHY421532,3
PHY421534,3
PHY421538,2
PHY421539,7
PHY421543,1
PHY421546,1
PHY421551,1
PHY421552,1
PHY421560,1
PHY421561,1
PHY421562,11
PHY421576,12
PHY421577,5
PHY421582,11
PHY421588,1
PHY421589,1
PHY421590,2
PHY421599,3
PHY421601,1
PHY421606,1
PHY421608,1
PHY421612,1
PHY421618,1
PHY421623,1
PHY421624,6
PHY421628,9
PHY421630,1
PHY421633,8
PHY421642,1
PHY421647,2
PHY421648,1
PHY421649,1
PHY421652,4
PHY421653,4
PHY421655,2
PHY421657,1
PHY421659,1
PHY421660,3
PHY421663,2
PHY421670,1
PHY421675,2
PHY421690,2
PHY421691,1
PHY421693,2
PHY421695,10
PHY421697,1
PHY421699,1
PHY421703,2
PHY421705,7
PHY421708,1
PHY421709,2
PHY421710,1
PHY421711,1
PHY421718,1
PHY421719,4
PHY421732,2
PHY421739,1
PHY421740,1
PHY421741,8
PHY421742,2
PHY421753,1
PHY421756,2
PHY421761,2
PHY421762,7
PHY421770,2
PHY421774,2
PHY421778,1
PHY421785,1
PHY421786,8
PHY421787,1
PHY421794,1
PHY421797,1
PHY421802,2
PHY421812,2
PHY421813,1
PHY421820,1
PHY421822,18
PHY421833,3
PHY421835,2
PHY421836,1
PHY421837,1
PHY421844,1
PHY421845,4
PHY421848,1
PHY421856,3
PHY421859,1
PHY421866,1
PHY421867,9
PHY421871,1
PHY421874,1
PHY421875,1
PHY421876,1
PHY421878,1
PHY421883,8
PHY421885,1
PHY421886,1
PHY421887,2
PHY421888,9
PHY421895,2
PHY421898,14
PHY421914,3
PHY421915,2
PHY421916,1
PHY421919,1
PHY421921,1
PHY421924,1
PHY421928,2
PHY421929,1
PHY421930,1
PHY421934,1
PHY421937,2
PHY421938,1
PHY421942,3
PHY421943,1
PHY421945,1
PHY421946,11
PHY421948,1
PHY421952,4
PHY421955,1
PHY421957,8
PHY421961,1
PHY421964,1
PHY421967,9
PHY421968,4
PHY421969,26
PHY421972,3
PHY421975,2
PHY421982,1
PHY421984,1
PHY421987,3
PHY421993,1
PHY421998,1
PHY422000,1
PHY422012,1
PHY422021,3
PHY422025,4
PHY422029,2
PHY422030,1
PHY422031,2
PHY422033,1
PHY422035,1
PHY422040,1
PHY422042,10
PHY422043,35
PHY422044,1
PHY422046,11
PHY422047,2
PHY422048,14
PHY422056,2
PHY422060,16
PHY422074,1
PHY422081,1
PHY422085,1
PHY422090,1
PHY422091,2
PHY422093,6
PHY422094,1
PHY422105,4
PHY422108,2
PHY422112,2
PHY422119,2
PHY422120,1
PHY422125,3
PHY422127,1
PHY422130,6
PHY422135,1
PHY422140,1
PHY422143,11
PHY422144,2
PHY422145,1
PHY422146,1
PHY422148,2
PHY422149,2
PHY422151,3
PHY422154,1
PHY422164,1
PHY422169,1
PHY422179,1
PHY422182,1
PHY422183,2
PHY422184,1
PHY422185,1
PHY422189,1
PHY422194,1
PHY422200,2
PHY422205,1
PHY422208,2
PHY422211,3
PHY422212,2
PHY422221,26
PHY422222,1
PHY422227,1
PHY422235,50
PHY422238,1
PHY422243,1
PHY422245,1
PHY422249,23
PHY422256,2
PHY422260,49
PHY422261,1
PHY422262,2
PHY422263,1
PHY422266,3
PHY422271,2
PHY422276,1
PHY422281,1
PHY422290,1
PHY422300,1
PHY422320,1
PHY422321,5
PHY422322,1
PHY422326,4
PHY422328,1
PHY422330,1
PHY422334,2
PHY422335,3
PHY422336,1
PHY422340,1
PHY422346,1
PHY422348,1
PHY422349,1
PHY422355,1
PHY422358,3
PHY422361,1
PHY422363,1
PHY422364,2
PHY422365,1
PHY422369,1
PHY422371,2
PHY422375,3
PHY422384,3
PHY422386,1
PHY422387,1
PHY422388,6
PHY422407,1
PHY422409,1
PHY422412,1
PHY422414,2
PHY422419,1
PHY422423,1
PHY422424,1
PHY422425,1
PHY422428,1
PHY422431,3
PHY422432,1
PHY422433,1
PHY422438,2
PHY422440,1
PHY422445,1
PHY422446,1
PHY422447,19
PHY422449,2
PHY422453,2
PHY422455,1
PHY422463,1
PHY422464,1
PHY422466,2
PHY422470,1
PHY422475,10
PHY422476,4
PHY422478,1
PHY422483,49
PHY422485,2
PHY422486,1
PHY422490,2
PHY422492,1
PHY422494,1
PHY422497,3
PHY422503,1
PHY422505,3
PHY422507,1
PHY422510,2
PHY422513,2
PHY422517,3
PHY422521,1
PHY422525,1
PHY422527,1
PHY422529,1
PHY422530,1
PHY422539,1
PHY422540,5
PHY422541,1
PHY422545,1
PHY422549,2
PHY422553,3
PHY422554,1
PHY422563,1
PHY422569,11
PHY422574,1
PHY422575,1
PHY422586,6
PHY422591,12
PHY422595,1
PHY422607,4
PHY422614,3
PHY422623,2
PHY422626,1
PHY422627,1
PHY422631,1
PHY422632,1
PHY422634,1
PHY422635,1
PHY422637,2
PHY422644,1
PHY422645,1
PHY422648,4
PHY422649,1
PHY422651,1
PHY422660,1
PHY422662,2
PHY422673,5
PHY422675,1
PHY422677,1
PHY422679,2
PHY422683,1
PHY422686,1
PHY422688,3
PHY422692,1
PHY422696,4
PHY422699,1
PHY422700,1
PHY422701,1
PHY422702,1
PHY422711,6
PHY422712,1
PHY422719,1
PHY422720,1
PHY422721,1
PHY422722,1
PHY422723,1
PHY422724,1
PHY422728,31
PHY422729,4
PHY422730,23
PHY422732,1
PHY422733,1
PHY422737,2
PHY422738,1
PHY422752,1
PHY422762,1
PHY422763,7
PHY422764,1
PHY422781,7
PHY422786,4
PHY422790,1
PHY422792,1
PHY422795,1
PHY422799,2
PHY422801,1
PHY422803,1
PHY422807,4
PHY422813,12
PHY422814,3
PHY422820,1
PHY422821,1
PHY422823,1
PHY422828,4
PHY422829,1
PHY422831,1
PHY422833,1
PHY422834,1
PHY422835,1
PHY422836,1
PHY422837,2
PHY422842,1
PHY422843,1
PHY422845,1
PHY422846,1
PHY422852,1
PHY422853,1
PHY422856,1
PHY422858,1
PHY422860,1
PHY422862,1
PHY422863,1
PHY422865,1
PHY422867,1
PHY422870,1
PHY422882,1
PHY422883,1
PHY422887,3
PHY422892,1
PHY422895,1
PHY422901,2
PHY422902,1
PHY422906,1
PHY422911,1
PHY422913,2
PHY422919,9
PHY422925,4
PHY422926,1
PHY422927,1
PHY422931,3
PHY422934,1
PHY422944,1
PHY422946,1
PHY422951,1
PHY422954,1
PHY422955,1
PHY422960,3
PHY422965,1
PHY422969,3
PHY422970,1
PHY422979,2
PHY422984,2
PHY422985,1
PHY422989,1
PHY422994,21
PHY422995,1
PHY422998,6
PHY423000,2
PHY423004,15
PHY423006,1
PHY423007,1
PHY423009,2
PHY423011,1
PHY423013,4
PHY423015,1
PHY423018,1
PHY423019,22
PHY423020,1
PHY423024,1
PHY423027,1
PHY423034,4
PHY423035,1
PHY423038,2
PHY423041,3
PHY423043,1
PHY423048,2
PHY423055,2
PHY423066,1
PHY423067,2
PHY423070,1
PHY423075,8
PHY423076,2
PHY423078,2
PHY423079,2
PHY423085,3
PHY423087,4
PHY423093,2
PHY423095,5
PHY423097,3
PHY423101,1
PHY423105,1
PHY423110,9
PHY423114,3
PHY423116,3
PHY423117,2
PHY423121,1
PHY423122,1
PHY423124,2
PHY423128,1
PHY423131,1
PHY423134,1
PHY423135,2
PHY423139,7
PHY423142,1
PHY423148,4
PHY423151,1
PHY423154,2
PHY423156,1
PHY423163,1
PHY423164,2
PHY423165,3
PHY423175,1
PHY423176,2
PHY423183,2
PHY423187,3
PHY423197,5
PHY423201,1
PHY423209,3
PHY423211,1
PHY423215,1
PHY423216,1
PHY423222,1
PHY423223,12
PHY423225,3
PHY423229,1
PHY423231,2
PHY423233,1
PHY423242,1
PHY423244,21
PHY423250,1
PHY423252,1
PHY423253,2
PHY423254,1
PHY423258,6
PHY423259,1
PHY423261,5
PHY423264,1
PHY423267,2
PHY423269,2
PHY423273,1
PHY423277,4
PHY423280,1
PHY423286,1
PHY423287,1
PHY423297,1
PHY423303,6
PHY423304,59
PHY423306,5
PHY423307,2
PHY423309,1
PHY423311,1
PHY423312,1
PHY423314,3
PHY423316,7
PHY423319,1
PHY423322,1
PHY423323,2
PHY423324,1
PHY423327,1
PHY423328,1
PHY423329,2
PHY423334,1
PHY423335,7
PHY423336,1
PHY423353,1
PHY423354,2
PHY423355,1
PHY423356,2
PHY423363,10
PHY423365,7
PHY423367,1
PHY423369,1
PHY423384,1
PHY423390,1
PHY423392,25
PHY423393,1
PHY423394,2
PHY423395,1
PHY423400,1
PHY423402,9
PHY423407,7
PHY423411,1
PHY423413,1
PHY423423,1
PHY423425,1
PHY423426,1
PHY423427,1
PHY423429,1
PHY423436,7
PHY423440,1
PHY423448,1
PHY423451,4
PHY423456,2
PHY423457,2
PHY423459,3
PHY423461,1
PHY423462,4
PHY423463,1
PHY423475,1
PHY423479,1
PHY423487,1
PHY423490,6
PHY423497,1
PHY423501,3
PHY423502,1
PHY423503,1
PHY423504,2
PHY423506,12
PHY423508,2
PHY423509,1
PHY423510,1
PHY423515,1
PHY423518,9
PHY423519,6
PHY423526,1
PHY423527,13
PHY423529,1
PHY423533,5
PHY423534,250
PHY423542,3
PHY423544,2
PHY423550,3
PHY423555,1
PHY423556,1
PHY423557,1
PHY423560,1
PHY423563,2
PHY423566,1
PHY423568,1
PHY423569,2
PHY423572,1
PHY423575,1
PHY423586,1
PHY423597,1
PHY423601,2
PHY423615,5
PHY423617,1
PHY423619,1
PHY423622,1
PHY423625,1
PHY423628,1
PHY423634,1
PHY423635,1
PHY423636,2
PHY423638,5
PHY423643,1
PHY423645,2
PHY423648,7
PHY423651,2
PHY423660,2
PHY423662,1
PHY423666,6
PHY423669,1
PHY423670,1
PHY423680,3
PHY423681,3
PHY423682,1
PHY423683,1
PHY423688,2
PHY423692,1
PHY423693,4
PHY423696,1
PHY423697,2
PHY423698,1
PHY423702,2
PHY423703,7
PHY423704,1
PHY423706,1
PHY423713,1
PHY423717,1
PHY423718,17
PHY423723,18
PHY423728,9
PHY423729,1
PHY423740,1
PHY423741,1
PHY423743,7
PHY423753,4
PHY423756,20
PHY423761,28
PHY423767,1
PHY423769,1
PHY423773,1
PHY423776,3
PHY423779,1
PHY423781,1
PHY423787,1
PHY423788,1
PHY423789,1
PHY423803,10
PHY423805,3
PHY423806,1
PHY423818,4
PHY423820,20
PHY423822,2
PHY423823,1
PHY423827,7
PHY423833,14
PHY423837,1
PHY423841,1
PHY423848,18
PHY423850,2
PHY423852,1
PHY423853,16
PHY423855,2
PHY423857,3
PHY423861,4
PHY423868,2
PHY423869,23
PHY423870,1
PHY423873,1
PHY423877,70
PHY423883,1
PHY423884,1
PHY423886,22
PHY423888,1
PHY423890,4
PHY423902,1
PHY423918,1
PHY423919,4
PHY423923,1
PHY423925,2
PHY423926,1
PHY423929,1
PHY423937,1
PHY423941,57
PHY423943,1
PHY423945,1
PHY423947,1
PHY423948,1
PHY423952,1
PHY423955,1
PHY423957,2
PHY423961,3
PHY423963,6
PHY423967,1
PHY423969,8
PHY423972,1
PHY423975,1
PHY423980,25
PHY423983,11
PHY423984,1
PHY423986,5
PHY423989,1
PHY423991,1
PHY423994,5
PHY423996,3
PHY423998,3
PHY424008,2
PHY424010,1
PHY424012,1
PHY424014,3
PHY424015,1
PHY424016,1
PHY424028,1
PHY424029,1
PHY424032,13
PHY424035,2
PHY424042,1
PHY424045,1
PHY424047,1
PHY424048,3
PHY424050,4
PHY424054,1
PHY424055,1
PHY424056,1
PHY424061,1
PHY424070,3
PHY424071,10
PHY424073,6
PHY424074,1
PHY424075,1
PHY424076,1
PHY424080,1
PHY424081,1
PHY424084,1
PHY424085,1
PHY424086,1
PHY424090,1
PHY424092,1
PHY424093,1
PHY424096,1
PHY424098,1
PHY424100,5
PHY424102,1
PHY424106,1
PHY424107,2
PHY424108,1
PHY424109,1
PHY424112,1
PHY424113,3
PHY424117,1
PHY424120,1
PHY424122,1
PHY424123,2
PHY424125,2
PHY424131,1
PHY424135,5
PHY424137,3
PHY424143,2
PHY424145,1
PHY424147,2
PHY424150,3
PHY424153,3
PHY424157,1
PHY424162,4
PHY424170,2
PHY424171,1
PHY424172,5
PHY424178,4
PHY424181,1
PHY424186,1
PHY424189,2
PHY424191,1
PHY424192,1
PHY424196,1
PHY424198,4
PHY424202,2
PHY424204,2
PHY424209,12
PHY424211,3
PHY424217,1
PHY424225,1
PHY424226,1
PHY424227,1
PHY424230,2
PHY424233,1
PHY424238,3
PHY424239,1
PHY424240,3
PHY424241,5
PHY424246,2
PHY424248,3
PHY424249,1
PHY424253,1
PHY424259,1
PHY424260,1
PHY424265,1
PHY424266,1
PHY424272,41
PHY424276,34
PHY424277,1
PHY424279,3
PHY424282,3
PHY424284,7
PHY424290,1
PHY424295,1
PHY424303,8
PHY424304,1
PHY424308,2
PHY424311,8
PHY424317,28
PHY424319,1
PHY424321,1
PHY424328,2
PHY424329,4
PHY424331,1
PHY424337,1
PHY424338,1
PHY424345,3
PHY424348,4
PHY424350,1
PHY424365,2
PHY424369,1
PHY424372,2
PHY424373,1
PHY424376,1
PHY424382,1
PHY424384,1
PHY424396,3
PHY424398,5
PHY424404,1
PHY424415,1
PHY424418,8
PHY424424,30
PHY424428,1
PHY424431,1
PHY424434,1
PHY424436,1
PHY424441,1
PHY424449,2
PHY424456,1
PHY424457,1
PHY424458,1
PHY424462,1
PHY424465,8
PHY424468,2
PHY424469,7
PHY424470,1
PHY424472,2
PHY424474,1
PHY424475,4
PHY424476,2
PHY424482,1
PHY424484,2
PHY424508,4
PHY424509,1
PHY424511,1
PHY424515,3
PHY424521,13
PHY424525,1
PHY424526,1
PHY424527,1
PHY424528,2
PHY424532,2
PHY424538,1
PHY424539,3
PHY424540,3
PHY424541,16
PHY424546,2
PHY424547,1
PHY424550,5
PHY424558,1
PHY424560,1
PHY424561,1
PHY424566,1
PHY424567,1
PHY424570,3
PHY424589,4
PHY424590,1
PHY424593,7
PHY424594,37
PHY424598,3
PHY424605,1
PHY424606,1
PHY424608,1
PHY424611,4
PHY424613,1
PHY424615,1
PHY424626,1
PHY424635,1
PHY424638,1
PHY424642,7
PHY424646,2
PHY424648,2
PHY424652,1
PHY424654,4
PHY424661,1
PHY424668,1
PHY424669,4
PHY424677,5
PHY424680,1
PHY424684,1
PHY424688,1
PHY424699,1
PHY424705,1
PHY424718,2
PHY424729,1
PHY424738,1
PHY424744,1
PHY424747,1
PHY424750,1
PHY424753,2
PHY424754,1
PHY424762,6
PHY424763,1
PHY424768,1
PHY424769,1
PHY424772,1
PHY424775,3
PHY424785,14
PHY424787,1
PHY424788,1
PHY424789,1
PHY424795,2
PHY424799,1
PHY424800,1
PHY424809,1
PHY424811,11
PHY424812,1
PHY424816,3
PHY424818,1
PHY424825,2
PHY424826,1
PHY424832,3
PHY424833,3
PHY424836,1
PHY424838,2
PHY424839,1
PHY424842,1
PHY424845,1
PHY424850,1
PHY424851,1
PHY424852,4
PHY424855,1
PHY424856,1
PHY424858,1
PHY424862,2
PHY424874,1
PHY424875,10
PHY424880,3
PHY424889,2
PHY424890,12
PHY424893,1
PHY424894,3
PHY424897,293
PHY424899,3
PHY424905,3
PHY424910,1
PHY424913,1
PHY424914,1
PHY424915,1
PHY424916,1
PHY424918,1
PHY424921,13
PHY424924,1
PHY424928,1
PHY424931,1
PHY424939,50
PHY424943,14
PHY424952,1
PHY424954,2
PHY424955,1
PHY424959,2
PHY424974,2
PHY424976,1
