otherphysician,claimid
PHY403476,1
PHY403479,21
PHY403481,1
PHY403482,1
PHY403483,1
PHY403491,3
PHY403492,1
PHY403494,7
PHY403504,1
PHY403506,1
PHY403509,2
PHY403512,5
PHY403522,1
PHY403523,1
PHY403525,1
PHY403526,1
PHY403529,1
PHY403531,2
PHY403535,3
PHY403539,2
PHY403540,2
PHY403542,1
PHY403543,2
PHY403544,4
PHY403545,1
PHY403546,3
PHY403548,1
PHY403549,3
PHY403552,1
PHY403554,1
PHY403557,1
PHY403561,1
PHY403563,1
PHY403565,2
PHY403569,1
PHY403570,41
PHY403571,1
PHY403573,1
PHY403576,41
PHY403577,1
PHY403581,1
PHY403582,1
PHY403583,3
PHY403591,1
PHY403594,1
PHY403597,4
PHY403598,1
PHY403602,3
PHY403604,4
PHY403606,7
PHY403608,2
PHY403615,3
PHY403616,2
PHY403618,1
PHY403619,3
PHY403624,4
PHY403630,1
PHY403637,2
PHY403638,6
PHY403641,5
PHY403646,15
PHY403647,2
PHY403649,1
PHY403654,1
PHY403655,1
PHY403656,1
PHY403659,1
PHY403663,1
PHY403666,1
PHY403667,1
PHY403673,2
PHY403675,2
PHY403677,1
PHY403679,1
PHY403681,6
PHY403688,3
PHY403689,4
PHY403690,2
PHY403691,2
PHY403693,3
PHY403697,1
PHY403699,2
PHY403700,2
PHY403701,1
PHY403708,1
PHY403712,1
PHY403714,1
PHY403715,2
PHY403718,2
PHY403719,8
PHY403722,1
PHY403723,4
PHY403724,2
PHY403725,2
PHY403726,1
PHY403727,3
PHY403728,1
PHY403730,1
PHY403731,1
PHY403732,6
PHY403738,1
PHY403741,1
PHY403744,12
PHY403747,2
PHY403750,1
PHY403751,1
PHY403754,1
PHY403755,196
PHY403758,1
PHY403760,1
PHY403762,21
PHY403764,1
PHY403765,1
PHY403781,2
PHY403783,1
PHY403791,21
PHY403795,2
PHY403798,2
PHY403799,1
PHY403801,1
PHY403803,3
PHY403804,1
PHY403805,1
PHY403806,1
PHY403807,1
PHY403808,2
PHY403811,1
PHY403812,4
PHY403822,1
PHY403824,1
PHY403830,5
PHY403831,56
PHY403832,1
PHY403833,1
PHY403834,1
PHY403835,8
PHY403836,13
PHY403837,1
PHY403838,1
PHY403841,1
PHY403844,2
PHY403846,1
PHY403848,1
PHY403849,4
PHY403852,2
PHY403855,4
PHY403857,1
PHY403861,2
PHY403863,1
PHY403866,2
PHY403870,1
PHY403878,3
PHY403881,1
PHY403882,1
PHY403883,2
PHY403884,1
PHY403886,1
PHY403887,6
PHY403890,1
PHY403891,1
PHY403893,1
PHY403902,8
PHY403906,2
PHY403908,3
PHY403909,1
PHY403913,1
PHY403914,4
PHY403920,1
PHY403922,3
PHY403923,1
PHY403924,2
PHY403926,1
PHY403927,1
PHY403928,1
PHY403930,1
PHY403936,6
PHY403937,2
PHY403942,1
PHY403943,1
PHY403945,3
PHY403946,1
PHY403948,8
PHY403951,1
PHY403952,2
PHY403960,1
PHY403963,3
PHY403965,1
PHY403970,6
PHY403971,4
PHY403974,1
PHY403975,1
PHY403987,14
PHY403988,1
PHY403989,1
PHY403990,2
PHY403991,1
PHY403992,12
PHY403998,1
PHY404001,1
PHY404002,1
PHY404003,1
PHY404004,1
PHY404007,1
PHY404010,10
PHY404011,1
PHY404014,1
PHY404017,1
PHY404019,2
PHY404023,10
PHY404025,2
PHY404027,1
PHY404032,2
PHY404033,5
PHY404037,1
PHY404048,3
PHY404049,1
PHY404053,1
PHY404060,1
PHY404067,3
PHY404068,3
PHY404070,20
PHY404072,2
PHY404080,2
PHY404085,2
PHY404087,6
PHY404089,1
PHY404091,3
PHY404092,1
PHY404100,2
PHY404101,2
PHY404104,1
PHY404106,1
PHY404110,1
PHY404112,8
PHY404117,1
PHY404119,6
PHY404121,3
PHY404122,36
PHY404123,1
PHY404125,1
PHY404127,2
PHY404129,1
PHY404130,1
PHY404138,1
PHY404140,12
PHY404141,2
PHY404148,2
PHY404150,4
PHY404151,1
PHY404152,3
PHY404153,1
PHY404154,1
PHY404159,1
PHY404160,1
PHY404161,1
PHY404163,3
PHY404165,4
PHY404167,1
PHY404170,1
PHY404172,1
PHY404181,1
PHY404184,1
PHY404185,3
PHY404186,1
PHY404187,1
PHY404190,2
PHY404191,2
PHY404192,2
PHY404194,1
PHY404196,1
PHY404198,2
PHY404199,2
PHY404200,96
PHY404202,2
PHY404203,2
PHY404207,6
PHY404208,1
PHY404209,2
PHY404210,5
PHY404214,1
PHY404215,2
PHY404216,1
PHY404221,1
PHY404223,1
PHY404228,2
PHY404230,2
PHY404233,2
PHY404244,2
PHY404250,1
PHY404252,5
PHY404253,11
PHY404255,4
PHY404256,1
PHY404259,2
PHY404261,1
PHY404265,1
PHY404266,1
PHY404267,1
PHY404269,1
PHY404270,1
PHY404271,2
PHY404272,2
PHY404274,1
PHY404275,1
PHY404278,2
PHY404280,20
PHY404282,2
PHY404284,2
PHY404286,5
PHY404288,4
PHY404290,1
PHY404292,8
PHY404301,2
PHY404303,5
PHY404306,1
PHY404307,2
PHY404309,2
PHY404312,3
PHY404313,2
PHY404315,2
PHY404316,1
PHY404320,1
PHY404323,1
PHY404325,1
PHY404326,2
PHY404335,1
PHY404339,3
PHY404340,1
PHY404341,1
PHY404342,4
PHY404343,1
PHY404347,1
PHY404350,2
PHY404353,1
PHY404354,1
PHY404359,1
PHY404360,2
PHY404362,1
PHY404364,2
PHY404368,1
PHY404370,1
PHY404377,1
PHY404378,1
PHY404379,4
PHY404382,2
PHY404383,6
PHY404389,1
PHY404394,2
PHY404398,1
PHY404401,1
PHY404403,1
PHY404406,1
PHY404407,3
PHY404410,2
PHY404412,2
PHY404415,12
PHY404420,1
PHY404426,2
PHY404429,1
PHY404430,1
PHY404432,2
PHY404434,3
PHY404435,13
PHY404436,3
PHY404437,9
PHY404439,1
PHY404442,1
PHY404443,2
PHY404448,1
PHY404456,1
PHY404457,1
PHY404460,1
PHY404466,5
PHY404469,1
PHY404471,3
PHY404475,1
PHY404477,1
PHY404478,2
PHY404480,2
PHY404481,1
PHY404482,1
PHY404486,1
PHY404487,1
PHY404491,1
PHY404496,1
PHY404497,1
PHY404499,2
PHY404502,9
PHY404503,1
PHY404504,3
PHY404509,63
PHY404511,1
PHY404512,1
PHY404515,1
PHY404519,2
PHY404523,5
PHY404525,4
PHY404526,1
PHY404529,1
PHY404530,1
PHY404531,3
PHY404533,1
PHY404535,1
PHY404537,18
PHY404538,2
PHY404540,6
PHY404541,1
PHY404542,11
PHY404545,4
PHY404547,1
PHY404550,7
PHY404551,3
PHY404560,1
PHY404562,1
PHY404563,1
PHY404564,1
PHY404566,1
PHY404567,1
PHY404571,1
PHY404572,1
PHY404574,3
PHY404576,1
PHY404577,1
PHY404578,2
PHY404579,1
PHY404581,8
PHY404583,1
PHY404584,1
PHY404585,3
PHY404587,2
PHY404588,5
PHY404589,5
PHY404591,1
PHY404592,1
PHY404593,1
PHY404594,4
PHY404602,6
PHY404604,2
PHY404606,1
PHY404608,1
PHY404609,2
PHY404613,8
PHY404616,1
PHY404621,1
PHY404622,1
PHY404626,1
PHY404627,10
PHY404628,1
PHY404631,1
PHY404632,1
PHY404633,6
PHY404634,12
PHY404636,1
PHY404637,2
PHY404638,1
PHY404642,7
PHY404645,1
PHY404647,8
PHY404648,1
PHY404649,3
PHY404650,1
PHY404651,1
PHY404657,2
PHY404667,2
PHY404668,1
PHY404670,2
PHY404671,1
PHY404672,3
PHY404673,3
PHY404676,1
PHY404681,3
PHY404684,2
PHY404686,1
PHY404687,2
PHY404688,36
PHY404689,1
PHY404693,6
PHY404696,1
PHY404706,1
PHY404707,1
PHY404710,3
PHY404717,15
PHY404718,1
PHY404721,1
PHY404722,35
PHY404724,1
PHY404727,1
PHY404728,1
PHY404729,2
PHY404730,3
PHY404732,3
PHY404735,1
PHY404740,7
PHY404744,1
PHY404746,1
PHY404749,1
PHY404755,1
PHY404759,1
PHY404763,1
PHY404764,2
PHY404765,6
PHY404770,2
PHY404773,13
PHY404780,1
PHY404783,1
PHY404788,1
PHY404790,2
PHY404792,4
PHY404795,2
PHY404796,32
PHY404797,40
PHY404798,13
PHY404799,1
PHY404800,1
PHY404802,1
PHY404804,1
PHY404805,3
PHY404808,1
PHY404813,2
PHY404817,2
PHY404818,1
PHY404820,4
PHY404823,1
PHY404824,1
PHY404826,1
PHY404828,1
PHY404829,1
PHY404831,54
PHY404832,265
PHY404833,1
PHY404834,2
PHY404840,1
PHY404844,2
PHY404846,1
PHY404847,1
PHY404851,4
PHY404854,3
PHY404858,1
PHY404859,2
PHY404862,1
PHY404865,4
PHY404866,2
PHY404868,1
PHY404870,3
PHY404872,1
PHY404873,2
PHY404874,2
PHY404877,2
PHY404880,8
PHY404882,1
PHY404885,1
PHY404894,1
PHY404897,1
PHY404898,1
PHY404899,1
PHY404902,1
PHY404906,3
PHY404908,1
PHY404915,1
PHY404917,1
PHY404918,10
PHY404919,1
PHY404924,1
PHY404926,2
PHY404927,1
PHY404928,1
PHY404931,1
PHY404934,6
PHY404937,1
PHY404946,1
PHY404949,1
PHY404951,1
PHY404954,1
PHY404957,1
PHY404963,1
PHY404971,1
PHY404972,1
PHY404974,1
PHY404975,3
PHY404978,1
PHY404979,4
PHY404984,3
PHY404986,3
PHY404987,1
PHY404988,1
PHY404991,2
PHY404993,5
PHY404994,1
PHY405001,3
PHY405006,2
PHY405008,1
PHY405009,1
PHY405010,2
PHY405013,2
PHY405015,2
PHY405017,1
PHY405019,3
PHY405022,1
PHY405025,1
PHY405027,1
PHY405029,1
PHY405030,1
PHY405032,1
PHY405036,1
PHY405037,3
PHY405042,2
PHY405044,1
PHY405045,3
PHY405047,13
PHY405051,1
PHY405052,10
PHY405055,2
PHY405060,1
PHY405061,1
PHY405063,17
PHY405064,3
PHY405069,1
PHY405073,6
PHY405077,2
PHY405079,2
PHY405082,2
PHY405086,1
PHY405091,1
PHY405094,2
PHY405096,2
PHY405098,1
PHY405102,1
PHY405103,1
PHY405104,1
PHY405106,1
PHY405110,1
PHY405113,6
PHY405115,1
PHY405117,2
PHY405118,1
PHY405119,2
PHY405120,3
PHY405122,1
PHY405126,24
PHY405127,1
PHY405129,3
PHY405131,15
PHY405135,1
PHY405138,1
PHY405141,8
PHY405144,2
PHY405147,1
PHY405152,1
PHY405155,1
PHY405160,1
PHY405163,1
PHY405165,8
PHY405171,1
PHY405175,2
PHY405182,2
PHY405188,1
PHY405189,1
PHY405197,1
PHY405198,1
PHY405201,1
PHY405202,2
PHY405206,1
PHY405207,14
PHY405209,2
PHY405213,1
PHY405216,7
PHY405220,2
PHY405221,1
PHY405224,1
PHY405226,1
PHY405228,2
PHY405229,2
PHY405230,1
PHY405233,2
PHY405239,1
PHY405242,1
PHY405245,3
PHY405251,1
PHY405252,2
PHY405254,2
PHY405257,19
PHY405258,2
PHY405263,11
PHY405266,1
PHY405267,3
PHY405270,1
PHY405274,1
PHY405275,1
PHY405276,4
PHY405277,1
PHY405279,2
PHY405281,1
PHY405282,2
PHY405284,1
PHY405285,20
PHY405290,45
PHY405294,1
PHY405295,1
PHY405296,1
PHY405298,1
PHY405302,2
PHY405303,1
PHY405309,3
PHY405310,1
PHY405311,1
PHY405313,1
PHY405314,1
PHY405325,1
PHY405328,1
PHY405331,1
PHY405332,2
PHY405334,1
PHY405336,1
PHY405338,1
PHY405340,1
PHY405342,4
PHY405348,1
PHY405350,1
PHY405354,1
PHY405359,2
PHY405361,1
PHY405364,4
PHY405374,1
PHY405378,1
PHY405379,4
PHY405380,1
PHY405382,1
PHY405384,1
PHY405390,4
PHY405395,1
PHY405403,1
PHY405404,1
PHY405405,1
PHY405409,1
PHY405413,1
PHY405414,1
PHY405420,1
PHY405429,1
PHY405430,2
PHY405432,1
PHY405435,1
PHY405439,5
PHY405441,1
PHY405443,1
PHY405444,2
PHY405445,1
PHY405446,1
PHY405450,1
PHY405453,1
PHY405459,1
PHY405460,1
PHY405467,21
PHY405468,35
PHY405470,1
PHY405475,24
PHY405476,1
PHY405482,1
PHY405483,1
PHY405487,16
PHY405489,1
PHY405491,1
PHY405495,1
PHY405496,3
PHY405497,24
PHY405499,2
PHY405509,7
PHY405512,1
PHY405514,2
PHY405521,1
PHY405527,1
PHY405531,1
PHY405534,1
PHY405536,4
PHY405537,9
PHY405538,4
PHY405539,1
PHY405541,1
PHY405546,1
PHY405550,1
PHY405560,2
PHY405566,7
PHY405571,1
PHY405578,1
PHY405580,1
PHY405581,3
PHY405586,1
PHY405587,1
PHY405588,1
PHY405589,1
PHY405592,7
PHY405595,1
PHY405598,1
PHY405601,1
PHY405603,3
PHY405605,1
PHY405607,20
PHY405612,1
PHY405613,1
PHY405620,1
PHY405622,3
PHY405627,1
PHY405629,1
PHY405633,15
PHY405644,5
PHY405648,2
PHY405649,1
PHY405650,144
PHY405652,1
PHY405653,3
PHY405654,4
PHY405655,1
PHY405656,1
PHY405658,5
PHY405665,1
PHY405666,2
PHY405669,18
PHY405673,1
PHY405674,1
PHY405675,1
PHY405676,10
PHY405677,5
PHY405679,2
PHY405682,3
PHY405684,1
PHY405688,12
PHY405689,3
PHY405691,5
PHY405693,2
PHY405696,3
PHY405697,3
PHY405701,1
PHY405702,1
PHY405703,1
PHY405706,4
PHY405707,3
PHY405709,2
PHY405711,1
PHY405712,2
PHY405714,1
PHY405715,3
PHY405716,1
PHY405720,220
PHY405722,1
PHY405723,1
PHY405725,9
PHY405727,1
PHY405733,1
PHY405737,2
PHY405739,3
PHY405741,1
PHY405742,3
PHY405743,2
PHY405749,3
PHY405750,1
PHY405755,4
PHY405757,1
PHY405759,1
PHY405765,3
PHY405766,6
PHY405771,12
PHY405772,1
PHY405773,2
PHY405776,1
PHY405777,1
PHY405779,1
PHY405782,1
PHY405783,1
PHY405790,6
PHY405791,2
PHY405793,1
PHY405794,1
PHY405799,1
PHY405801,4
PHY405802,2
PHY405813,13
PHY405817,8
PHY405819,1
PHY405821,3
PHY405826,2
PHY405830,5
PHY405834,1
PHY405836,1
PHY405837,1
PHY405838,104
PHY405843,2
PHY405845,2
PHY405847,1
PHY405848,6
PHY405850,3
PHY405851,1
PHY405852,1
PHY405857,1
PHY405859,19
PHY405861,1
PHY405863,1
PHY405864,1
PHY405867,1
PHY405872,1
PHY405873,1
PHY405874,2
PHY405875,1
PHY405878,1
PHY405881,1
PHY405882,1
PHY405883,1
PHY405889,2
PHY405890,6
PHY405895,1
PHY405897,1
PHY405898,4
PHY405902,2
PHY405905,1
PHY405906,1
PHY405912,1
PHY405915,5
PHY405916,2
PHY405917,1
PHY405919,6
PHY405922,3
PHY405923,1
PHY405926,2
PHY405928,1
PHY405929,4
PHY405933,4
PHY405934,1
PHY405935,5
PHY405936,1
PHY405937,114
PHY405941,2
PHY405942,1
PHY405945,1
PHY405947,1
PHY405949,2
PHY405952,2
PHY405954,1
PHY405958,2
PHY405965,1
PHY405970,2
PHY405973,1
PHY405974,1
PHY405980,1
PHY405981,2
PHY405985,1
PHY405988,1
PHY405990,46
PHY405991,1
PHY405992,2
PHY405993,3
PHY405998,1
PHY405999,2
PHY406006,1
PHY406007,5
PHY406010,2
PHY406011,1
PHY406019,17
PHY406025,2
PHY406026,1
PHY406030,1
PHY406031,2
PHY406033,2
PHY406036,5
PHY406039,1
PHY406044,3
PHY406045,11
PHY406047,1
PHY406050,1
PHY406052,34
PHY406053,2
PHY406055,2
PHY406066,1
PHY406070,1
PHY406072,2
PHY406075,1
PHY406079,1
PHY406081,1
PHY406083,2
PHY406084,29
PHY406089,1
PHY406092,61
PHY406094,1
PHY406095,2
PHY406096,2
PHY406097,1
PHY406100,2
PHY406101,75
PHY406104,1
PHY406106,1
PHY406107,1
PHY406111,1
PHY406114,2
PHY406116,1
PHY406118,3
PHY406124,3
PHY406126,3
PHY406132,1
PHY406133,1
PHY406137,10
PHY406139,1
PHY406140,1
PHY406141,1
PHY406144,1
PHY406154,1
PHY406155,127
PHY406157,1
PHY406158,1
PHY406160,1
PHY406161,1
PHY406171,1
PHY406172,1
PHY406173,1
PHY406176,5
PHY406177,1
PHY406182,1
PHY406183,2
PHY406184,1
PHY406186,2
PHY406189,1
PHY406191,1
PHY406195,4
PHY406197,1
PHY406199,6
PHY406200,5
PHY406201,45
PHY406205,1
PHY406207,1
PHY406210,2
PHY406213,1
PHY406215,3
PHY406216,1
PHY406218,4
PHY406219,1
PHY406220,1
PHY406221,4
PHY406224,1
PHY406226,1
PHY406227,1
PHY406229,1
PHY406234,1
PHY406236,1
PHY406239,1
PHY406241,2
PHY406242,2
PHY406243,1
PHY406245,1
PHY406251,1
PHY406252,2
PHY406253,1
PHY406254,1
PHY406260,1
PHY406261,45
PHY406266,1
PHY406267,1
PHY406268,1
PHY406269,2
PHY406270,1
PHY406280,1
PHY406282,1
PHY406283,1
PHY406286,1
PHY406292,1
PHY406293,1
PHY406294,1
PHY406296,1
PHY406298,3
PHY406305,6
PHY406310,1
PHY406311,1
PHY406313,1
PHY406314,1
PHY406315,2
PHY406318,5
PHY406320,2
PHY406322,2
PHY406323,62
PHY406324,6
PHY406328,96
PHY406330,1
PHY406331,1
PHY406332,1
PHY406333,2
PHY406337,1
PHY406342,1
PHY406350,1
PHY406351,2
PHY406357,1
PHY406362,2
PHY406364,1
PHY406368,1
PHY406369,1
PHY406372,1
PHY406373,1
PHY406374,1
PHY406375,1
PHY406376,1
PHY406379,1
PHY406380,13
PHY406381,1
PHY406382,1
PHY406383,2
PHY406384,4
PHY406386,1
PHY406388,2
PHY406389,1
PHY406393,1
PHY406394,1
PHY406395,1
PHY406396,1
PHY406398,4
PHY406400,16
PHY406402,1
PHY406403,1
PHY406404,2
PHY406406,1
PHY406407,4
PHY406408,1
PHY406410,6
PHY406417,1
PHY406419,1
PHY406421,3
PHY406422,1
PHY406423,5
PHY406430,1
PHY406435,1
PHY406441,1
PHY406442,1
PHY406449,1
PHY406450,16
PHY406453,1
PHY406456,1
PHY406458,2
PHY406462,1
PHY406465,1
PHY406467,1
PHY406470,1
PHY406474,1
PHY406477,1
PHY406478,1
PHY406479,1
PHY406480,3
PHY406483,1
PHY406484,19
PHY406488,1
PHY406489,1
PHY406494,2
PHY406497,1
PHY406501,3
PHY406502,1
PHY406512,1
PHY406513,1
PHY406516,1
PHY406518,1
PHY406520,2
PHY406523,1
PHY406526,2
PHY406527,2
PHY406531,10
PHY406533,1
PHY406535,2
PHY406539,1
PHY406541,1
PHY406547,1
PHY406550,1
PHY406564,1
PHY406565,3
PHY406567,5
PHY406568,1
PHY406569,2
PHY406572,3
PHY406578,1
PHY406579,3
PHY406582,1
PHY406585,1
PHY406589,2
PHY406593,2
PHY406597,1
PHY406598,4
PHY406602,1
PHY406604,3
PHY406605,1
PHY406606,1
PHY406607,1
PHY406609,1
PHY406610,6
PHY406613,8
PHY406616,1
PHY406625,1
PHY406626,1
PHY406627,9
PHY406628,5
PHY406629,5
PHY406630,1
PHY406631,1
PHY406632,4
PHY406636,3
PHY406639,1
PHY406643,1
PHY406645,47
PHY406646,2
PHY406647,1
PHY406651,1
PHY406652,1
PHY406653,3
PHY406655,2
PHY406659,4
PHY406661,2
PHY406662,17
PHY406664,1
PHY406667,3
PHY406672,1
PHY406673,2
PHY406675,1
PHY406678,1
PHY406679,3
PHY406682,2
PHY406684,6
PHY406686,2
PHY406687,9
PHY406694,1
PHY406695,1
PHY406698,3
PHY406701,4
PHY406702,5
PHY406708,1
PHY406715,1
PHY406716,2
PHY406719,3
PHY406721,2
PHY406726,4
PHY406731,1
PHY406736,1
PHY406738,2
PHY406739,4
PHY406748,1
PHY406749,1
PHY406750,4
PHY406755,1
PHY406757,42
PHY406759,2
PHY406761,1
PHY406763,2
PHY406765,1
PHY406770,4
PHY406771,1
PHY406773,3
PHY406774,2
PHY406776,1
PHY406777,5
PHY406780,8
PHY406786,1
PHY406791,3
PHY406795,1
PHY406799,1
PHY406800,1
PHY406801,2
PHY406805,2
PHY406806,1
PHY406807,3
PHY406810,4
PHY406814,1
PHY406815,1
PHY406818,1
PHY406822,1
PHY406823,1
PHY406825,1
PHY406828,2
PHY406840,9
PHY406841,9
PHY406844,3
PHY406851,3
PHY406855,1
PHY406857,1
PHY406859,1
PHY406862,1
PHY406863,6
PHY406873,7
PHY406876,1
PHY406879,2
PHY406884,2
PHY406885,2
PHY406888,3
PHY406889,1
PHY406890,1
PHY406893,1
PHY406894,3
PHY406896,1
PHY406897,3
PHY406898,1
PHY406900,1
PHY406907,1
PHY406909,1
PHY406910,1
PHY406915,2
PHY406918,20
PHY406919,1
PHY406920,1
PHY406922,5
PHY406925,1
PHY406931,2
PHY406933,3
PHY406935,1
PHY406938,1
PHY406941,4
PHY406942,1
PHY406945,1
PHY406946,6
PHY406947,6
PHY406948,1
PHY406951,20
PHY406953,2
PHY406960,1
PHY406966,2
PHY406968,3
PHY406979,22
PHY406981,39
PHY406983,1
PHY406984,24
PHY406990,1
PHY406991,2
PHY406992,1
PHY406994,1
PHY406995,1
PHY406997,10
PHY407000,1
PHY407001,8
PHY407002,1
PHY407003,1
PHY407008,1
PHY407009,1
PHY407014,5
PHY407015,1
PHY407017,1
PHY407018,2
PHY407019,2
PHY407021,1
PHY407023,4
PHY407024,1
PHY407030,1
PHY407033,1
PHY407034,2
PHY407038,10
PHY407041,1
PHY407043,3
PHY407046,1
PHY407047,3
PHY407053,1
PHY407056,1
PHY407057,2
PHY407058,1
PHY407059,1
PHY407063,1
PHY407064,2
PHY407065,1
PHY407068,1
PHY407071,16
PHY407074,3
PHY407077,1
PHY407079,1
PHY407084,1
PHY407085,1
PHY407088,1
PHY407089,1
PHY407090,1
PHY407092,1
PHY407093,1
PHY407095,1
PHY407097,1
PHY407104,7
PHY407107,2
PHY407111,1
PHY407112,2
PHY407115,9
PHY407117,1
PHY407118,1
PHY407119,1
PHY407121,8
PHY407124,4
PHY407125,2
PHY407126,1
PHY407130,1
PHY407131,1
PHY407137,1
PHY407143,14
PHY407144,4
PHY407146,1
PHY407148,1
PHY407151,1
PHY407152,1
PHY407154,1
PHY407165,3
PHY407166,1
PHY407167,1
PHY407169,2
PHY407170,1
PHY407172,1
PHY407174,2
PHY407178,4
PHY407179,84
PHY407182,1
PHY407183,1
PHY407184,1
PHY407186,1
PHY407188,1
PHY407189,1
PHY407191,3
PHY407192,1
PHY407193,1
PHY407201,1
PHY407203,13
PHY407205,1
PHY407213,1
PHY407220,13
PHY407221,2
PHY407222,4
PHY407223,3
PHY407227,2
PHY407228,4
PHY407229,2
PHY407230,1
PHY407240,1
PHY407242,1
PHY407244,1
PHY407246,1
PHY407251,4
PHY407254,2
PHY407256,12
PHY407257,2
PHY407258,1
PHY407259,1
PHY407260,1
PHY407263,1
PHY407266,4
PHY407268,1
PHY407269,1
PHY407272,1
PHY407278,1
PHY407279,2
PHY407280,1
PHY407284,1
PHY407286,1
PHY407290,2
PHY407291,1
PHY407296,1
PHY407298,2
PHY407304,4
PHY407309,1
PHY407313,1
PHY407315,1
PHY407321,2
PHY407325,1
PHY407326,2
PHY407329,1
PHY407330,1
PHY407332,1
PHY407334,1
PHY407336,2
PHY407337,3
PHY407338,1
PHY407345,1
PHY407347,1
PHY407348,1
PHY407349,1
PHY407350,4
PHY407352,7
PHY407354,1
PHY407355,25
PHY407356,4
PHY407357,29
PHY407361,1
PHY407363,1
PHY407364,1
PHY407369,1
PHY407372,1
PHY407373,8
PHY407375,1
PHY407381,1
PHY407383,7
PHY407388,1
PHY407389,1
PHY407391,3
PHY407393,3
PHY407394,3
PHY407396,6
PHY407401,1
PHY407406,1
PHY407407,1
PHY407409,1
PHY407410,1
PHY407412,4
PHY407413,1
PHY407417,1
PHY407418,1
PHY407420,4
PHY407424,3
PHY407425,4
PHY407426,1
PHY407429,1
PHY407430,2
PHY407433,1
PHY407434,4
PHY407435,21
PHY407436,2
PHY407438,1
PHY407443,1
PHY407445,1
PHY407447,8
PHY407449,1
PHY407454,10
PHY407459,1
PHY407462,11
PHY407463,1
PHY407464,2
PHY407468,1
PHY407469,2
PHY407470,1
PHY407473,1
PHY407474,1
PHY407475,1
PHY407478,1
PHY407485,1
PHY407490,1
PHY407493,2
PHY407498,2
PHY407499,1
PHY407512,2
PHY407516,5
PHY407517,1
PHY407520,1
PHY407521,1
PHY407524,1
PHY407527,1
PHY407528,1
PHY407529,6
PHY407531,2
PHY407533,1
PHY407538,2
PHY407539,1
PHY407541,1
PHY407543,1
PHY407544,2
PHY407547,1
PHY407550,4
PHY407551,1
PHY407553,1
PHY407554,1
PHY407555,1
PHY407556,1
PHY407558,1
PHY407559,1
PHY407560,9
PHY407561,2
PHY407564,2
PHY407567,1
PHY407569,22
PHY407570,11
PHY407571,1
PHY407574,1
PHY407575,1
PHY407578,3
PHY407579,1
PHY407580,2
PHY407581,2
PHY407586,4
PHY407587,1
PHY407590,1
PHY407596,1
PHY407599,3
PHY407601,1
PHY407602,1
PHY407604,2
PHY407608,4
PHY407609,1
PHY407611,1
PHY407612,1
PHY407616,2
PHY407619,3
PHY407623,1
PHY407626,1
PHY407629,7
PHY407633,1
PHY407634,2
PHY407636,14
PHY407637,1
PHY407638,1
PHY407640,2
PHY407641,1
PHY407642,1
PHY407646,1
PHY407647,13
PHY407649,1
PHY407650,16
PHY407652,1
PHY407653,4
PHY407654,1
PHY407655,3
PHY407658,1
PHY407659,6
PHY407660,2
PHY407663,1
PHY407665,7
PHY407667,1
PHY407668,5
PHY407671,1
PHY407672,2
PHY407673,1
PHY407675,3
PHY407677,1
PHY407680,1
PHY407683,1
PHY407687,3
PHY407690,1
PHY407697,3
PHY407698,3
PHY407700,1
PHY407705,1
PHY407706,4
PHY407708,2
PHY407709,2
PHY407710,1
PHY407711,1
PHY407714,1
PHY407715,3
PHY407718,3
PHY407720,1
PHY407721,1
PHY407722,1
PHY407724,1
PHY407726,1
PHY407728,1
PHY407731,3
PHY407733,11
PHY407735,1
PHY407738,1
PHY407739,2
PHY407743,1
PHY407747,1
PHY407748,1
PHY407749,1
PHY407750,1
PHY407751,1
PHY407756,4
PHY407757,1
PHY407758,1
PHY407759,15
PHY407762,2
PHY407766,1
PHY407768,1
PHY407769,1
PHY407776,1
PHY407783,2
PHY407784,1
PHY407785,1
PHY407789,2
PHY407790,1
PHY407795,1
PHY407798,6
PHY407799,2
PHY407801,1
PHY407802,2
PHY407804,32
PHY407807,4
PHY407808,4
PHY407810,7
PHY407812,2
PHY407813,1
PHY407814,1
PHY407816,1
PHY407819,1
PHY407820,1
PHY407823,1
PHY407824,9
PHY407826,2
PHY407830,1
PHY407831,1
PHY407834,2
PHY407835,1
PHY407838,6
PHY407839,1
PHY407842,1
PHY407846,3
PHY407849,1
PHY407862,40
PHY407863,1
PHY407864,1
PHY407866,1
PHY407868,1
PHY407869,1
PHY407870,2
PHY407873,1
PHY407877,71
PHY407878,5
PHY407880,2
PHY407881,1
PHY407882,3
PHY407883,8
PHY407887,3
PHY407888,1
PHY407891,1
PHY407892,2
PHY407893,2
PHY407894,1
PHY407896,1
PHY407902,1
PHY407904,3
PHY407905,1
PHY407910,1
PHY407911,1
PHY407914,2
PHY407922,1
PHY407924,1
PHY407925,1
PHY407926,1
PHY407928,2
PHY407929,1
PHY407930,3
PHY407931,4
PHY407934,2
PHY407935,1
PHY407936,7
PHY407937,1
PHY407940,4
PHY407943,1
PHY407944,1
PHY407947,1
PHY407950,1
PHY407953,23
PHY407956,17
PHY407969,1
PHY407973,1
PHY407975,1
PHY407976,1
PHY407981,1
PHY407982,1
PHY407983,1
PHY407984,5
PHY407987,1
PHY407988,7
PHY407993,1
PHY407997,18
PHY407999,7
PHY408001,1
PHY408005,1
PHY408007,1
PHY408008,1
PHY408009,2
PHY408011,3
PHY408014,1
PHY408019,1
PHY408024,5
